Labels,text_en
FALSE,Vit C and lemon in hot water protect against coronavirus
FALSE,URGENT! ISRAEL discovered the cure for CORONAVIRUS .... vaccine.
FALSE,"Roche' Medical Company Sunday Corona virus (COVID-19), Donald Trump announced that it will release the disease vaccines"
FALSE,"“The patented nanosilver we have, the Pentagon has come out and documented and Homeland Security has said this stuff kills the whole SARS-corona family at point-blank range. Well, of course it does, it kills every virus.”"
FALSE,Ministry of Health due to corona virus announced holiday in some states
FALSE,"The Covid-19 was invented in 2004, as shown in a patent filed by the Pasteur Institute"
FALSE,Chennai municipal corporation has asked all vegetable and fruit markets to shut.
FALSE,Consumers who cannot find baby formula in stores during the panic buying in the wake of the novel Coronavirus outbreak can claim a free case of the product if they call the relevant manufacturer.
MOSTLY FALSE,Videos claimed as video Jakarta residents who fall for Corona virus infected Covid-19
FALSE,nostradamus predicted the outbreak of coronavirus in his prophecies in 1555
FALSE,"a facebook post from march 10, 2020 claims that drinking water regularly will kill covid-19."
FALSE,"according to university of queensland (australia) scientists, bananas are an effective defence against the covid-19."
FALSE,"a man claims to have evidence that the pasteur institute ""invented"" the virus covid-19"
MOSTLY FALSE,"Photo of prescription of ancient herbal drink, as a remedy for the novel Coronavirus."
MOSTLY FALSE,Video of US residents violently panic buying during coronavirus epidemic
FALSE,Ablution water can destroy novel coronavirus
FALSE,Air Force helicopters pulverize disinfectant against coronavirus
FALSE,Government to spray medicine in the air overnight to kill coronavirus.
MOSTLY FALSE,Gojek positive driver Corona virus infected Covid-19 escape from hospital
MOSTLY FALSE,China recognized the Palestinian doctor as the inventor of the Corona virus vaccine Covid-19
FALSE,"Audio clip claims Dr Devi Shetty said ""everybody who has the coronavirus or is suspected of it should not go to get tested."""
FALSE,Punjab police tackling a cornavirus patient who returned from abroad
MOSTLY FALSE,australian prime minister scott morrison to implement a nationwide shut down in an effort to curb the spread of the novel coronavirus.
TRUE,an airplane with chinese doctors and tons of medicines landed in italy to collaborate with the fight against the new coronavirus
FALSE,take 15 water in 15 minutes prevents coronavirus
MOSTLY FALSE,"airforce italy encouragingly against the coronavirus with ""nessun dorma"""
MOSTLY FALSE,chinese and cuban doctors arrived in italy to fight the coronavirus
FALSE,breathing hot air from a hair dryer or in a sauna can prevent or cure covid-19
MOSTLY FALSE,amlo recommended following statement embracing the coronavirus pandemic
FALSE,china created coronavirus in the laboratory
FALSE,"gargle with warm water, salt or vinegar to remove coronavirus"
FALSE,residents should stay at home at night as overnment is going to spray medicine to kill coronavirus
FALSE,coronavirus already existed because vaccine for animal coronavirus exists
FALSE,"netflix decided to release access to your movie series platform and the period of isolation of people, but it's for a short time the registration! runs on the site"
MOSTLY FALSE,volcano eruption in the philippines in january 2020 can prevent the novel coronavirus.
MOSTLY TRUE,"a viral list notes numerous ""good news"" items related to the fight against the covid-19 coronavirus disease pandemic."
FALSE,"we inform all our network of stations across brazil, to keep the stations supplied by due to the outbreak of pandemic (covid-19) (sic) paralisaremos from the day 24/03 our refineries for a period of 15 days"
FALSE,claim: it was the first dog with a new coronavirus causes of death in hong kong.
TRUE,"this vaccine, the vanguard brand, widely used by veterinarians (...), you're reading what she fight? coronavirus. this virus [sars-cov-2] is not new people!"
MOSTLY FALSE,coronavirus hotline posters in south africa
FALSE,kalyani in nadia coronavirus infection in a patient's body
TRUE,"a photograph posted on social media in march 2020 shows an authentic image of u.s. president donald trump's speech notes with the word ""corona"" scratched out and replaced in handwriting by ""chinese."""
MOSTLY TRUE,more than 860 million students are not going to school for the coronavirus
FALSE,press release by pmo india on restriction of movement due to covid-19 outbreak
FALSE,uber should suspend its operations in brazil for 10 days covid-19
TRUE,"united states, australia and china have coronavirus vaccine list"
FALSE,the rink was requisitioned to store the dead coronavirus
FALSE,dr devi shetty asking patients to not visit hospital to get tested for coronavirus
FALSE,photos show people in india bathing in cow dung to prevent covid-19 infection
FALSE,we are in the peak of the virus is two weeks.
FALSE,mexican air force and the government of querétaro sprayed
FALSE,the coronavirus does not survive in hot climates
FALSE,hold breath for 10 minutes allows to know if you are infected with coronavirus.
MOSTLY FALSE,"chloroquine has ""gone through the approval process; it's been approved. and [the fda] took it down from many, many months to immediate. so we're going to be able to make that drug available by prescription."""
FALSE,"""george soros owns the wuxi pharma lab located in wuhan, china where covid-19 was developed and conveniently broke out."""
MOSTLY FALSE,"a video shows a man victim of racism in italy, who is told that he will die of covid-19"
FALSE,"according to the provisional measure # 922 / of march 18, 2020, citizens over 60 who are on the street from the day 20.03.2020, retirement will be suspended indefinitely. children and grandchildren up to 18 years are liable to a fine of r $ 1,045.00 (one thousand and forty-five reais). this measure was taken to ensure public health / private of the current threat of covid19"
FALSE,"citizen above 60 years who are on the street will be suspended indefinitely retirement, and children or grandchildren over 18 years will have to pay a fine of r $ 1,045"
MOSTLY FALSE,the glade eliminates odor eliminator to the new coronavirus from before his appearance
FALSE,video shows corpses of dozens of victims of the novel coronavirus outbreak in body bags in italy.
MOSTLY FALSE,valerio celaá socialist ministers and wear gloves in the manifestation of the 8m in full epidemic coronavirus
FALSE,15 cases of coronavirus have been linked to metrotown mall in bc
TRUE,this image shows a reduction in pollution due to the quarantine imposed to reduce the spread of new coronavirus
FALSE,you know where it already has coronavirus vaccine? in cuba.
FALSE,the world health organization “offered the [coronavirus] testing kits that they have available” but “we refused them.”
FALSE,recipe alcohol gel home against coronavirus
MOSTLY FALSE,"an image shared thousands of times on facebook purports to be evidence that israel has developed a vaccine for the novel coronavirus. the claim is misleading; the image used to illustrate a vial of the new drug is originally a stock picture while the migal research institute in israel, despite having a head start, continues to work on a vaccine for covid-19."
FALSE,the new coronavirus was created at the institute pasteur
FALSE,drinking water and gargling helps against the coronavirus
MOSTLY TRUE,the coronavirus is like a cold but with greater commitment pulmonary
FALSE,"all citizens will receive 350,000 pesos a week to stay at home"
FALSE,these images show the reduction of pollution in the world due to the new coronavirus
MOSTLY TRUE,corona: entry stops in eu should not apply to asylum seekers
FALSE,"good morning group! i want to warn you guys about what is happening here in goiânia, and perhaps elsewhere. are using in bad faith of the situation we are living, to do robberies, do not open doors or its doors to receive people so! all suspected patients with corona virus need to call first so only after receiving care. they are going from house to house auditioning. a friend of mine was robbed in the garden europe"
FALSE,in full quarantine she was walking with her husband on the boardwalk and still taking self (sic). then the globe want to criticize the bolsonaro. much face stick. #globolixo. maju coutinho🤔🤔🤔 then goes to newspaper talk that president proliferate the virus. #hypocritical
MOSTLY FALSE,"37,000 us soldiers march during the corona crisis in europe"
FALSE,ghana president akufo-addo tested positive for coronavirus
FALSE,video china claims that people converted to islam for fear of coronavirus |
FALSE,"a photo shows that even with the coronavirus, no one wants to eat vegan"
TRUE,usa today published a front-page article about the development of a covid-19 vaccine the same day kobe bryant's death was reported.
MOSTLY TRUE,"amid a nationwide covid-19 lockdown, italians reported seeing wildlife such as swans and dolphins ""returning"" to newly tranquil waterways, ports, and canals."
FALSE,the rink mulhouse was transformed into morgue
FALSE,"india will go into lock-down for two months from april 15, 2020, to june 15 2020."
MOSTLY FALSE,dettol antiseptic spray says it kills coronavirus.
MOSTLY TRUE,people with type-a blood are more susceptible to covid-19.
FALSE,a meme replicates a nostradamus prophecy foretelling the 2020 covid-19 coronavirus disease pandemic.
FALSE,water used in islamic ablution ritual can kill the novel coronavirus.
MOSTLY FALSE,uv light and chlorine can kill coronavirus
FALSE,"video captures panic buying due to coronavirus fears in germany, shows large crowds outside a supermarket."
FALSE,"the image titled ""recommendations for health buildings and condominiums against the coronavirus covid-19"" was issued by the government of cdmx"
MOSTLY FALSE,"photos are claimed to be the original form of photo corona virus covid-19 after magnified 2,600 times"
FALSE,"has just been announced that an american study hydroxychloroquine, the antimalarial, we have a lot in brazil, it is effective against the coronavirus, the covid-19."
MOSTLY TRUE,taking ibuprofen could increase the risk of complications with a covid-19 infection.
FALSE,“sunlight actually can kill the (novel coronavirus.)”
FALSE,"a wagon bears the inscription ""covid-19"" on the side"
TRUE,querétaro government ban on funerals establishes deaths from the new coronavirus and penalties for people who know of contagions and not alert the authorities.
FALSE,"united nations high commissioner for refugees (unhcr) stated migrants and illegals in malaysia were resisting testing for the novel coronavirus, over fears of arrest."
FALSE,"image shows pm narendra modi meeting kanika kapoor, while the latter was infected with covid-19 coronavirus."
FALSE,image shows dead bodies of covid-19 patients in italy
FALSE,citizens should remain indoors since the government will spray medicine to kill the airborne virus.
FALSE,video shows canadian pms wife talking about the effects of coronavirus
FALSE,dr. devi shetty record audio asked people to not test coronavirus
FALSE,the government of india has declared a restricted movement order from 18 march to 31 march
FALSE,infected with the virus are not wife female canadian prime minister justin trudeau
FALSE,janta curfew of 14 hours will break the cycle of infection because coronavirus dies in 12 hours
MOSTLY TRUE,janta curfew will break the chain of coronavirus spread and see reduction of 40 per cent cases.
FALSE,passengers infected with coronavirus on ethiopian airlines flight from italy to addis ababa airport
FALSE,"press release about ""restricted movement order"" issued by india's pmo"
FALSE,"ramdev drank cow urine in high amounts to avoid the coronavirus and as a result, his condition worsened."
FALSE,88-year old man died coronavirus in santa marta
FALSE,janata curfew will stop coronavirus outbreak.
FALSE,coronavirus lives on a surface for 12 hours
FALSE,video of an emotional appeal by the covid-19 patient in surat who had returned from london
MOSTLY TRUE,video is of canadian pm justin trudeau's wife who is suffering from covid-19
MOSTLY TRUE,picture is of coffins of coronavirus patients who died in a single day in italy.
MOSTLY TRUE,"nothing more, nothing less than 3,500 pounds, about 4 million euros, remus ......"
FALSE,"a woman suffering from covid-19, seen in viral video is sophie grégoire trudeau, wife of canadian pm justin trudeau."
MOSTLY FALSE,pets suffer coronavirus covid-19
MOSTLY TRUE,people rioting on the streets of london due to economic crisis in the wake of coronavirus outbreak.
FALSE,"video of 'wet market' selling wild animals in wuhan, china"
FALSE,russia released lions and tigers to keep people indoors
FALSE,image shows italian pm giuseppe conte breaking down after increasing coronavirus deaths in italy
FALSE,first died of coronavirus (covid 19) in ibague
MOSTLY FALSE,while corona virus remains alive on surfaces and shoes
FALSE,only 1 hour live coronavirus
FALSE,eating bananas is a preventative against the covid-19 coronavirus disease.
FALSE,"7 evil things the novel coronavirus is afraid of including uv light, chlorine and high temperatures."
FALSE,cnbc claims covid-19 survives in air for 8 hours; paper and plastic for 3-4 hours
FALSE,gargling water can proect against coronavirus
FALSE,"bodies scattered in the streets, pictures of mass graves and coffins coronavirus horrific conditions in italy"
FALSE,covid-19 testing kit shared as vaccine
TRUE,published a set of photos on facebook depicts dozens of ......
FALSE,photo shows dead bodies lying on roads after covid-19 outbreak in italy.
FALSE,breathing in hot air from a hair dryer or in a sauna can prevent or cure covid-19.
FALSE,photo of test kits coronavirus stock up telling her medicine
FALSE,to keep people in their homes omitted lions on the streets in russia
MOSTLY FALSE,china develops covid-19 vaccine
FALSE,because the corona is to keep people at home russia lion not left on the road
MOSTLY FALSE,inhaling water into the nose or istinsyaq can prevent transmission of the virus corona covid-19
FALSE,hold your breath for 10 seconds to check if you have coronavirus or not
FALSE,assam has been completely locked down due to covid-19
FALSE,"""roche medical company"" will launch the vaccine developed for coronavirus in united states"
FALSE,people embracing islam and reading namaz in china
FALSE,italian prime minister giuseppe conte crying due to coronavirus deaths in italy
FALSE,russian government has left 800 tigers and lions across the country to push citizens to stay inside their homes
FALSE,the doctor varella varella is recommending that people leave home in the midst of the new coronavirus pandemic
MOSTLY FALSE,roseburg veterans affairs issued coronavirus information flyer
FALSE,the #platacoloidal is a # antibióticonatural that allows combat coronavirus
FALSE,glade lançor a product already in 2018 stating on the label that is effective against coronavirus
FALSE,claim: covidien-19 vaccine was invented in the laboratory and was taken in the year 2003 more patents.
FALSE,"good news! corona virus vaccine (sic) ready. able to cure the patient within 3 hours after injection. hats off to us scientists. at the moment, trump announced that roche medical company will release the vaccine on sunday and millions of doses are ready!"
FALSE,claim: new coronavirus in europe (covidien-19) was connected to the food due to the exchange certificate.
FALSE,decree of public calamity by coronavirus releases for all the loot the fgts (length of service guarantee fund)
FALSE,train car with the name of covid-19 aside
FALSE,the doctor claimed that the photo of the dead couple sesacumbanera view karonabhairase
FALSE,photos of coffins of people die coronavirus in italy
FALSE,"a video purporting to show panic-stricken travellers infected with the novel coronavirus at an airport in senegal has been shared hundreds of times on facebook. however, these images are actually taken from a security exercise simulating a hostage-taking at dakar airport in november 2019."
MOSTLY FALSE,clapping together at 5 pm will create a vibration which will destroy the novel coronavirus.
FALSE,"""great news! vaccine ready coronavirus. able to heal the doe ......"
FALSE,"you know what a good alternative to the 70% alcohol? buy a liter of alcohol put and mix with water in the ratio 70/30. for example, the post 700ml alcohol of alcohol (which is 100% alcohol) and 300 ml of water. then you have 1l of alcohol 70"
FALSE,photo claims of rajputs and will not affect the coronavirus on brahmins
MOSTLY TRUE,north korea leader kim jong un ordered his country's first covid-19 patient to be shot dead.
FALSE,russia released more than 500 lions to make sure that people stay inside during the covid-19 pandemic.
FALSE,brazil quarantine and baile funk in são paulo 22/03/2020.
TRUE,"images shared in march 2020 showed a convoy of military trucks transporting bodies away from an over-subscribed crematorium in bergamo, italy."
TRUE,the first cases of covid-19 were reported in the united states and south korea on the same day.
FALSE,video shows stringent lockdown measures in italy
FALSE,the covid-19 is caused by the 5g
FALSE,pedro duque has been admitted to a hospital in dénia
FALSE,"""huge! results from breaking chloroquine study show 100% cure rate for patients infected with the coronavirus."""
FALSE,australians who avoid their local clinics during the novel coronavirus epidemic will receive free doctor visits
MOSTLY FALSE,cnbc has reported that covid-19 survives in the air for 8 hours; paper and plastic for 3-4 hours
FALSE,tonight from 23:30 no one should be on the road. doors and windows should remain closed because five helicopters disinfectant spray into the air to the coronavirus eradicate.
FALSE,ramdev sick in hospital after drinking to prevent coronavirus gomutra
FALSE,"a factory full of baby formula, toilet paper and other supplies for export to china"
FALSE,"drinking vegetable juice, bitter gourd, can cure covid-19"
MOSTLY FALSE,red onion is peeled corona virus can suck covid-19
FALSE,photographs showing mass deaths due to coronavirus
MOSTLY TRUE,japanese drug avigan is effective medicine against covid-19
FALSE,doctor couple tested positive after curing 134 patients in italy
FALSE,vebkuf: what keeps air coronavirus 8 hours?
MOSTLY FALSE,in italy the health system collapses by the new coronavirus covid-199
TRUE,"military trucks carrying bodies in bergamo, lombardy, italy"
FALSE,coronavirus vaccines in animals show that covid-19 is not a new disease
MOSTLY TRUE,sars-cov coronavirus-2 is viable for hours or days on surfaces
FALSE,breathing hot air can kill the new coronavirus covid-19
TRUE,radiographs lung of a patient 28 years with coronavirus
FALSE,spanish scientific declares that messi and cr7 must find a cure for the coronavirus
FALSE,a man with coronavirus key bread in a supermarket before refitting
FALSE,claim: they try to spread the new coronavirus (covid-19) through coca cola.
MOSTLY TRUE,hydroxychloroquine cure or coronavirus
FALSE,lemon and baking kill the coronavirus.
FALSE,zimbabwe police dealing with the church that refused to take instructions of closing for corona virus
FALSE,claim: hair dryer effective in defeating the new coronavirus.
FALSE,"video claims a doctor from kasturba hospital, mumbai, has suggested hot water gargle as a cure to coronavirus"
FALSE,st. corona is the patron saint of plagues.
FALSE,"thieves offer covid 19-to-door tests, but then you steal."
FALSE,a facebook post claims that a group of ceos left their positions ahead of the covid-19 pandemic.
FALSE,the shoes are an important transmission vector coronavirus
MOSTLY FALSE,infographic shows timeline of covid-19 symptoms
FALSE,vaccine for covid-19 is now available
FALSE,photo of italian doctor couple who died after contracting covid-19 infection
MOSTLY TRUE,"turkey has helped italy, 200,000 masks and respirators were picked up"
FALSE,"photos show a 1,000-bed advance hospital has been constructed in days at rajasthan to tackle the coronavirus outbreak."
FALSE,agnes buzyn did it prohibits free sale of chloroquine in january 2020?
FALSE,advice sent to nhs staff on how to prevent novel coronavirus
FALSE,chloroquine can 100% cure covid-19
FALSE,this photo shows a lion patrolling russian streets during coronavirus lockdown
FALSE,saddam hussein predicted coronavirus
FALSE,staff test positive for covid-19 at a pakistani bank branch in rawalpindi
FALSE,food and vegetables markets closed in chennai amid covid-19 lockdown
MOSTLY FALSE,a march 2020 video of shoppers buying up infant formula at a woolworths supermarket
FALSE,"30 years ago, saddam hussein warned did not take corona"
MOSTLY TRUE,die from the virus in pakistan's 26-year-old doctor
FALSE,italian police arresting man breaking lockdown during coronavirus
MOSTLY TRUE,italy is highlighted in a social media post to emphasise the importance of staying home during coronavirus by using a photo of multiple coffins to reinforce the message.
TRUE,video of a subway passenger licking his hand and rubbing it over a pole during the coronavirus outbreak
FALSE,"this film called ""coronavirus"" was released in 2013"
FALSE,pedro sánchez king philip vi's speech plagiarized copied coronavirus
FALSE,"putin makes a warning to the ""creators"" of the coronavirus"
FALSE,in no other country including the opposition media is using the coronavirus crisis to attack the government. here in brazil they are not only using as torcedo are (sic) to have many deaths to be able to use political platform. opposition to the government is very dirty bolsonaro
FALSE,nigeria has recoorded 472 confirmed cases of novel coronavirus
FALSE,monk asking prophecy vaccine virus crown in march 2013 in the plaza de san pedro
FALSE,results coronavirus in italy
FALSE,italian prime minister crying because they lost fight against coronavirus
FALSE,announced the first successful tests of the coronavirus vaccine in france
FALSE,"italy claimed that the photo of a person to commit suicide, he died karonabhairase family"
FALSE,"italy claimed that the photo of a person to commit suicide, he died karonabhairase family"
FALSE,232 children died in one day in italy
FALSE,image shows nigerian president muhammadu buhari shaking hands with the nations code of conduct bureau chairman mohammed isa while both men are wearing face masks.
FALSE,exposure of kanika prince victims of charles the covid-19?
FALSE,"under the guidance of health agencies, depending on covid-19, i took off my beard"
FALSE,"""china's defense ministry announced that it has developed 'successfully' ......"
MOSTLY FALSE,"chinese doctor made a list of tips to contain covid-19 including red-coloured soap, white handkerchiefs and cfl light bulbs; which helped china to contain the spread of the novel coronavirus."
FALSE,duke mass layoffs approved by coronavirus
FALSE,"after discovering a doomsday asteroid was approaching earth, world leaders created the covid-19 pandemic in an effort to distract the world population and force everyone to spend time with their families during earth's final days."
FALSE,"image shows indonesian doctor hadio ali, watching his family moments before he died of covid-19"
FALSE,"prime minister with tears in his eyes tells all the people: 'we have lost the battle against the coronavirus,"
FALSE,"""for the moment, trump announced that roche medical company will launch next sunday vaccine and millions of doses are ready. """
FALSE,this video shows a riot that took place because of the covid-19.
FALSE,an american railroad has transported covid-19
FALSE,"hydroxychloroquine ""has existed for a long time, so we know that if things do not go as planned, will not kill anyone ... are very, very encouraging initial results, and we will be able to make that drug is available almost immediately ... and that's where the fda has been so good"
FALSE,there would be a vaccine against coronaviruses.
FALSE,a military humvee labeled “covid-19 quarantine team” was on interstate 696 in michigan.
FALSE,"""we've done more tests in eight days than south korea has done in eight weeks."""
FALSE,"""if you are in las vegas and you get a knock on your door from nv power, 2020 census or cvd-19 testers, do not open your door. they are robbing people at gunpoint."""
MOSTLY TRUE,"""there’s been some tremendous signs that this could work. now, again, you know, some doctors think it should go for years in testing. but, you know, this has been something that’s been around for many years. it’s been phenomenal — a strong, powerful drug for malaria. but we think it might work on this [covid-19], based on evidence — based on very strong evidence."""
FALSE,a rail freight tanker had “covid-19” stamped on one side
FALSE,putin said those who do not stay in the house will go to jail
FALSE,a visual showing new rules for compensation related coronavirus
MOSTLY FALSE,drinking tea can cure covid-19
FALSE,video shows hotel collapsing in the chinese city of quanzhou after it was used as a coronavirus quarantine facility.
FALSE,video shows the koran being distributed to people in china after it lifted a ban on the islamic holy text following the outbreak of the novel coronavirus.
FALSE,eucalyptus prevents and eliminates the new coronavirus
FALSE,videos claim suspected coronavirus cases found in gorakhpur and bareilly
FALSE,prince charles infected with coronavirus after meeting kanika kapoor.
FALSE,picture shows covid-19 vaccine developed by american scientists
FALSE,prince charles infected with coronavirus after meeting singer kanika kapoor
FALSE,image claims that an italian man committed suicide after losing his entire family to coronavirus
FALSE,59 coronavirus positive in nagpur? no audio clip is fake
FALSE,photos show italian hospitals overwhelmed by coronavirus patients
FALSE,video of a coronavirus patient struggling to breathe in karanataka's mangalore
MOSTLY TRUE,turn wet wipes into face masks to protect against the novel coronavirus
FALSE,mexico fumigated with poisonous substance from helicopters to fight the new coronavirus
FALSE,the image shows the coronavirus vaccine that cures in three hours
FALSE,breathing steam from a boiling pot of water will treat or cure a novel coronavirus infection
FALSE,this spanish biologist said cristiano ronaldo and messi must find a cure for the new coronavirus as earn much more than scientists
FALSE,dea coronavirus vaccine can cure within 3 hours after injection
FALSE,in russia they let lions so that people do not leave the quarantine coronavirus
FALSE,"claim: risk report presented in 2012 to the german parliament, the new coronavirus (covidien-19) tells the epidemic."
FALSE,lions for free russian government to maintain russia quarantine
MOSTLY TRUE,summary of canada's government response to the novel coronavirus outbreak
FALSE,claim: table new coronavirus in some yl (covidien-19) show the cases.
FALSE,"italian prime minister giuseppe conte, cries and says his only hope is in heaven on coronavirus covid-19"
FALSE,this image shows the coffins of victims of the new coronavirus in italy
FALSE,publication viral on social networks highlights that social security is ......
FALSE,"corona to give netflix, amazon prime among havoc free subscription"
FALSE,drink mate helps fight coronavirus because hot water
FALSE,spread tiktok users on coronavirus are fake news
FALSE,the major supermarket chains in germany open in the corona-crisis future only on mondays and fridays.
FALSE,photo shows deer out on ooty-coimbatore road after lockdown due to coronavirus
FALSE,photo shows amit shah visiting coronavirus patients in a hospital
FALSE,"the coronavirus is 'mixture of sars, hiv, tuberculosis and malaria'"
TRUE,pollution has worsened the spread of the new coronavirus?
FALSE,video show billionaire businessman jack ma praising chinas response to the outbreak of the novel coronavirus.
FALSE,man throws viaduct in sao paulo after being fired for quarantine coronavirus
FALSE,"several posts on twitter this week say that iceland has detected, or is able to track all his population covid-19. it's wrong. in fact, to date 3.5% of the population has been tested according to the government. iceland conducts mass screening by providing on average 582 tests each day since mid-march. but even at that rate it would take more than a year and a half to test the citizenry."
FALSE,a vaccine meant for cattle can be used to fight covid-19.
FALSE,drinking hot water with lemons will cure or prevent covid-19; drinking hot water with lemons and sodium bicarbonate will “alkalize the immune system” and cure or prevent covid-19.
FALSE,"""covid-19"" is named so because it is the 19th ""chinese-originated viral infectious disease."""
MOSTLY TRUE,a meme documents u.s. president donald trump's statements about the covid-19 pandemic in march 2020.
FALSE,the action covid-19
FALSE,video of the final message by pakistani doctor usama riaz who lost his life after contracting the virus while treating coronavirus patients
FALSE,the coronavirus was created in laboratory
FALSE,"that train with letters ""covid-19"" was seen in texas in september 2019"
FALSE,says the cdc now says that the coronavirus can survive on surfaces for up to 17 days.
FALSE,philippines issues self-checklist for covid-19 symptoms
FALSE,"after being treated with chloroquine general hellen, 72, announces that is cured of the 19-covid"
MOSTLY FALSE,There are no reliable tests for a specific COVID-19 virus
FALSE,mosques and synagogues are the only places of worship to be able to stay open despite the containment
FALSE,amit shah tests positive for coronavirus
FALSE,netflix show my first terrius predicted the covid-19 outbreak in 2018.
FALSE,rail freight tanker is stamped with covid-19.
FALSE,australian hospitals issued a warning over petrol pumps’ role in covid-19 spread
FALSE,amit shah tests positive for covid-19
FALSE,home minister giving vulnerable shah corona this news headline is bogus
FALSE,"coronavirus vaccine is ready, able to cure a patient within 3 hours"
FALSE,video shows a mass grave of coronavirus victims in italy and spain
FALSE,china has announced the success of the cuban serum against coronavirus
FALSE,"india army made 1000 bed hospital in barmer, rajasthan for coronavirus patients"
FALSE,"covid-19 positive cases in nagapur reach 59, a team from sweden coming to nagpur to conduct tests"
MOSTLY FALSE,fb post warning people to stay at home during covid pandemic carries photo of coffins in 'italy'
FALSE,These photographs show the coffins of coronavirus victims
MOSTLY FALSE,"Image of fully stocked shelf is from 2009 during the Swine Flu epidemic, while panic buying during novel Coronavirus outbreak leaves shelves empty."
TRUE,There is no evidence that dogs and domestic animals transmit coronavirus
FALSE,an image of italy during the pandemic of new coronavirus
FALSE,livestream shows looting in mexico caused by coronavirus panic
FALSE,audio that secretary of risk management cali speaks of coronavirus
FALSE,claim: helicopter disinfectant to be held in turkey in the cities of coronavirus.
FALSE,peru just nationalize hospitals and clinics.
FALSE,"israel has the ""best state of the world"" before the coronavirus pandemic without insulation measures"
FALSE,"bolsonaro: covid 19 - corona virus cases in brazil: 1.128 (21/3) deaths: 18 panic level: apocalyptic !!! lula thief: h1n1 - swine flu cases in brazil: 58,178 deaths: 2,101 level panic: it's just a cold"
MOSTLY FALSE,"voice message with claims about vitamin d, mutation of the virus triage and 5g"
FALSE,police in zimbabwe beating churchgoers because their place of worship refused to close to prevent the spread of covid-19
FALSE,interferon alpha-2b is a vaccine for the new coronavirus.
FALSE,the coronavirus spreads quickly on petrol pumps
MOSTLY FALSE,"“if you look at swine flu …17,000 people died.”"
FALSE,"""[i]f your child gets this virus their going to hospital alone... you will be at home without them in their time of need."""
FALSE,air forces in sri lanka and the philippines are spraying covid-19 disinfectant from military helicopters
MOSTLY TRUE,"hobby lobby ceo david green is refusing to close stores during the covid-19 pandemic because his wife, barbara, received a message from god saying that employees would be kept safe."
MOSTLY TRUE,"u.s. president donald trump said state governors must ""treat me well"" in order to obtain masks and ventilators from federal reserves."
FALSE,"israel has the best situation in the world ... 1700 cases and 1 death !!!! without isolation, on the contrary, the younger melhor..não get crowded hospitals, icus only etc..isolou the elderly and faced the virus"
FALSE,he died the doctor who treated the first patient covid-19 in cartagena
FALSE,falsely quotes john hopkins to claim 40 crore indians will have coronavirus
FALSE,coronavirus patient zero had sex with bats
FALSE,"korean drama 'my secret, terrius' predicted coronavirus outbreak"
FALSE,mass dead bodies of coronavirus victims
FALSE,russia freed 500 lions for people to respect the quarantine.
FALSE,"shared publications tens of thousands of times on facebook since march 25 claim that the new coronavirus is pandemic and ""conspiracy"" ""was created by humans"", based on extracts of a series south korean 2018 this is wrong: this series describes a fictional coronavirus, which has very different characteristics from the current virus. it was carried out in a country that has experienced two outbreaks of different coronavirus in the recent past."
FALSE,the second re-infection is worse than the first
FALSE,video shows police in spain enforcing a lockdown
FALSE,video shows covid-19 patient struggling to breathe at a hospital in india
MOSTLY FALSE,netflix show ‘my secret terrius’ predicted the coronavirus pandemic in 2018.
FALSE,chinese monks chanting mantras and sprinkling cow urine to curb coronavirus
FALSE,why no coronavirus in africa? because there is no money and can not borrow from the international monetary fund
FALSE,there looting in california due to quarantine covid-19
FALSE,"video of a person who committed suicide after getting infected with coronavirus in new york, usa"
FALSE,muslims licking plates and spoons to spread coronavirus
FALSE,message claims home ministry has declared that posting on coronavirus has been declared a punishable offense
FALSE,modi government to extend coronavirus lockdown by a week
FALSE,video of man playing scaring people in goa to make sure they stay inside their homes
MOSTLY FALSE,novel coronavirus can be transmitted by houseflies.
FALSE,"fact check: the third stage of the deterioration in keavid in india, but the government has maraccuvann desiyamadhyamam; that makes"
FALSE,coronavirus outbreak is a cover-up of a bioweapon that leaked in the wuhan animal market
FALSE,former iraqi dictator saddam hussein discusses covid-19 in the 1990s
FALSE,mixing rum and bleach makes effective anti-covid-19 hand sanitiser
FALSE,tea can cure or alleviate novel coronavirus (covid-19) infection
FALSE,use the hair dryer in the nose to destroy the coronavirus
FALSE,"secretary of health, jorge alcocer, told the media that president lopez obrador traveled to the city of chicago after he tested positive for a test covid-19"
FALSE,"“information from vienna’s laboratory studying covid-19 say vast majority of people who died had ibuprofen/advil in their system so do not take it!!"""
FALSE,"says imposters in hazmat suits are going door to door in stockton, calif., saying they are checking residents for fever or covid-19, but they “will enter your home and physically attempt robbery.”"
FALSE,"photos show mysterious baby in ajmer, who gave a solution to end the coronavirus outbreak"
FALSE,didier raoult cautions africans to take the vaccine against the bill gate covid19
FALSE,"government of maranhão distributing basic food and crowding people in various locations. selfie to the guy did, using the need for people to show they are helping. very cad! can anyone explain or account only if bolsonaro?"
FALSE,"""partial unemployment is less well compensated than unemployment"""
FALSE,"government just released the registration aid emergency of r $ 600.00 to r $ 1,200.00 scheduling must be done on the official app"
MOSTLY TRUE,"dr. vladimir zelenko's 669 covid-19 patients that were treated with a combination of hydroxychloroquine, azithromycin, and zinc have seen zero hospitalizations, complications, or deaths."
